id|acronym|title|startDate|endDate|totalCost|legalBasis|topics|masterCall|subCall|fundingScheme|objective|grantDoi|cluster
101184736|CryoSCOPE|CRYOsphere Science Concluding in new Observations and Productive Exploitation|2025-02-01|2029-01-31|7227516,25|HORIZON.2.5|HORIZON-CL5-2024-D1-01-02|HORIZON-CL5-2024-D1-01|HORIZON-CL5-2024-D1-01|HORIZON-RIA|"""The CryoSCOPE project unites a consortium with diverse expertise in inland ice-related fields, comprising top-level global research organizations and companies.We address challenges related to evolving land ice, snow, and permafrost, excelling in comprehensive in situ and remote sensing observations of the atmosphere, aerosols, cryosphere, and hydrology. Proficient in advanced modeling techniques, including global Earth System Models (ESMs), glacier dynamics, hydrological processes, atmospheric drivers, and land surface modeling, we leverage cutting-edge artificial intelligence data analysis tools. Moreover, our consortium has a successful track record in engaging stakeholders, societies, and end-users in impactful dialogues, contributing to the development of effective adaptation and mitigation strategies.CryoSCOPE aims to demonstrate excellence across the entire value chain by:Providing advanced observations of the CAH system in globally significant """"cold spots,"""" including the Indian Himalayas, the Alps, Iceland, Northern Scandinavia, and Svalbard.Integrating observation-constrained modeling, spanning from detailed process models to Earth System Models (ESMs), enhancing our understanding of physical and chemical processes of the CAH system.Generating new knowledge on cryosphere-ecosystem changes in targeted regions and globally, enabling predictions of the impacts of climate change and related drivers across seasonal to long-term time scales.Developing societally impactful services and solutions to bolster resilience against the changes occurring at various time scales.The overarching scientific objective of CryoSCOPE is to understand and quantify physical and chemical processes of the CAH system in diverse landscapes and found the intricate interplay among different processes. This encompasses examining how these interactions are represented within regional process-based models and global ESMs, and predicting their susceptibility to climate change impacts."""|10.3030/101184736|Cluster 5
101172766|EffiTorch|Efficient valorisation of  CO2 and bio-waste for long-term energy storage using a microwave plasma torch and quenching using the reverse Boudouard reaction|2024-10-01|2028-09-30|2980222,5|HORIZON.2.5|HORIZON-CL5-2024-D3-01-10|HORIZON-CL5-2024-D3-01|HORIZON-CL5-2024-D3-01|HORIZON-RIA|Now that renewable energy generation is already competitive in cost with electricity obtained from fossil fuels, the development of efficient long term energy storage methods seems crucial for  a faster transition to a net-zero greenhouse gas emissions EU economy. Power-to-X methods are promising due to their negligible discharge rate but up to now all the efforts have been based on the use of H2 obtained by electrolysis, and the TEAs have shown that the high cost of the electrolysers hinders greatly its possibilities of industrial use.EffiTorch aims at developing an alternative breakthrough technology for Power-to-X based on the direct splitting of CO2, using an ultra-high temperature thermal plasma, with the simultaneous valorisation of low value bio-waste, leading to the efficient  production of syngas. EffiTorch aims to reach carbon efficiencies higher than 90% and energy efficiencies higher than 60%, outperforming the best solutions available presently.Some of the research groups in Effitorch have a vast experience in CO2 splitting using Microwave (MW) plasma torches. Nevertheless, recently  a compound approach that combines CO2 splitting by thermal plasmas with a quenching using the very endothermic reverse Bouduard reaction (RBR) has been developed in China that  vastly improves the promising results obtained  in the splitting of CO2 , while solving one of the yet unresolved issues, that of the efficient separation of the gases obtained. EffiTorch aims to explore the possibilities offered by a much improved version of the experimental set-ups used by the Chinese groups, including additional sophistications like the ultrasonic atomization of a bio-oil obtained by Hydrothermal Liquefaction (HTL) from sewage sludge, the use of high temperature reactors with plasma confinement and the implementation of a secondary heating of the plasma by induction with HF frequency (100-400 KHz), that could improve the energy efficiency and reduce costs.|10.3030/101172766|Cluster 5
101138341|MARPOWER|Efficient zero-emissions gas turbine POWER system for MARitime transport|2024-09-01|2028-08-31|7999805|HORIZON.2.5|HORIZON-CL5-2023-D5-01-11|HORIZON-CL5-2023-D5-01|HORIZON-CL5-2023-D5-01|HORIZON-RIA|The transition of the waterborne fleet to a zero-emission mode of transport critically depends on the development of power conversion systems that effectively can use sustainable alternative fuels. Going beyond the state-of-the-art in gas turbine technology, MARPOWER will deliver a highly efficient system endowed with an intercooled recuperative two-shaft gas turbine with a bottoming cycle. The modularity and versatility of the system is a unique function and provides its own competitive benefit, it is designed for flexible use of neutral (green methane, green methanol) and zero-emissions (hydrogen, ammonia) fuels, and it can reach up to 50-55% electrical efficiency and 73-76% overall electrical+thermal efficiency. In this sense, it can be operated to optimise the electrical power generation on-board a ship, but also to be operated in Combined Heat and Power (CHP) mode, both modes will be assessed through two case studies.MARPOWER will optimise the design of the turbomachinery components which are essential and specifically conceived for using zero-emission fuels. Accordingly, it will develop a new fuel-flexible combustion concept, in which the combustor will be able to run on 100% hydrogen or other neutral or zero-emission fuels without any additional changes to the combustion system. High efficiencies will be additionally fostered by the integration of an Active Magnetic Bearings (AMB) technology for control of long high-speed shafts. The impacts generated from MARPOWER will allow the creation of a value chain for the construction and deployment of the energy conversion system in different types of ships worldwide, achieving significant economic, social, and environmental impacts, and therefore boosting European leadership in the maritime sector: The project can contribute significantly to the decarbonisation of the maritime sector avoiding the emission of more than 2.3 million of tonnes of CO2 into the atmosphere.|10.3030/101138341|Cluster 5
101172946|SUN-PERFORM|SUN-PERFORM: Synthetic biology United with Nanotechnology – A Biohybrid Approach to Improve Light-harvesting and CO2 Fixation  for High Performance Sustainable Solar Fuel Production|2024-11-01|2028-10-31|4022148,75|HORIZON.2.5|HORIZON-CL5-2024-D3-01-04|HORIZON-CL5-2024-D3-01|HORIZON-CL5-2024-D3-01|HORIZON-RIA|The advancement of direct solar fuel technologies is key to provide a sustainable, secure energy supply for the EU and other global regions, and for the challenging-to-electrify aviation and maritime sectors. State-of-the-art technologies for solar fuel production (including natural photosynthesis) suffer from low solar-to-fuel conversion efficiency, low production rates and prohibitively high costs. Within the framework of SUN-PERFORM, we will address these critical limitations through an innovative biohybrid approach based on innovations in nanotechnology and synthetic biology. SUN-PERFORM aims to: 1) to develop artificial nanocrystal light-harvesting systems, to efficiently harvest a larger part of the solar light spectrum, 2) to generate advanced microalgal solar cell factories, by introducing synthetic pathways for a more efficient, rapid conversion of light energy and CO2 into lipid fuel precursors. Microalgal lipids are promising hydrocarbons for fuels, being already approved production pathways for Sustainable Aviation Fuel. However, current lipid production is still too inefficient and slow, hindering the cost-effective generation of renewable fuels. Through the implementation and integration of groundbreaking innovations at a pilot scale, SUN-PERFORM aims to achieve a remarkable four-fold increase in the existing solar-to-fuel efficiency. This will be demonstrated across two case studies reflecting the different solar irradiances received in Europe and Africa. In addition to technical advancements, SUN-PERFORM will comprehensively evaluate the sustainability, techno-economic and social aspects of this novel route, to guide its development as a truly sustainable, secure and affordable production platform. Diverse stakeholders, including industry and several partners in Africa, will be involved in SUN-PERFORM to support the global development and the European leadership and export position for solar fuel technology.|10.3030/101172946|Cluster 5
101191866|GEN1200|Ultra-Efficient Highly-Integrated 1200V Powertrains for Electric Vehicles Enabling Next-Gen Charging Speeds and Compatibility Across Charger Generations|2024-12-01|2027-11-30|4999722,5|HORIZON.2.5|HORIZON-CL5-2024-D5-01-02|HORIZON-CL5-2024-D5-01|HORIZON-CL5-2024-D5-01|HORIZON-RIA|Current mass-market electric vehicles (EVs) commonly operate at a voltage level of 400V. There is however a clear trend to increase the voltage level towards 800V and beyond, as these higher voltages allow for faster charging and lower thermal loads in the system. GEN1200 will focus on modular and scalable 1700V SiC-based power electronics solutions for highly-integrated 1200V powertrains, encompassing technologies for ultra-fast charging while ensuring compatibility with existing charging infrastructure, maximally exploiting the opportunities enabled by higher voltages. The project activities will particularly result in: (i) innovative 1700V SiC power electronics systems with multiple use of components, e.g., the traction inverter will also embed the functionality of backwards compatibility with 400V or 800V DC charging and on-board AC charging; (ii) 1200V electric axle solutions with electrical, thermal and mechanical integration of the power electronics, electric machine, mechanical transmission, and a selection of auxiliaries; (iii) ultra-fast 350 kW charging of novel 10C battery modules with integrated electronics and a modular wireless battery management system for 1200V battery packs. Innovations will be tailored to C-segment vehicles but extrapolation towards other segments will be considered. All activities will be supported by the development of digital twins, as well as control solutions tailored to 1200V systems and for reducing power losses in partial load, and life cycle analysis. Innovative testing methodologies, combining classical component and system characterisation, x-in-the-loop, and experimental vehicle assessment, will cover the wide range of relevant aspects, including efficiency, durability, electromagnetic compatibility and interference, as well as charging performance and sustainability. GEN1200 will leverage the complementary competences and exploitation potential of 3 academic partners, 1 RTO, 2 SMEs and 2 large industrial players.|10.3030/101191866|Cluster 5
101192334|PACIFIC|Particle emissions, Air Quality and Climate Impact related to Fuel Composition and Engine Cycle|2025-01-01|2028-06-30|4998555,5|HORIZON.2.5|HORIZON-CL5-2024-D5-01-07|HORIZON-CL5-2024-D5-01|HORIZON-CL5-2024-D5-01|HORIZON-RIA|Among aviation’s non-CO2 impacts, the largest radiative forcing value is attributed to contrail cirrus. Recent tests have revealed an opportunity for lowering soot particles emissions and ice crystals -which play a pivotal role in contrail properties- through the use of SAF. However, substantial disparities remain among those test campaigns, involving a large variety of fuels, engine types and combustors. It is therefore not straightforward to compare and reconcile results.In this context, PACIFIC aims to bridge the gap: the project will test an unprecedented set of fuels from lab up to engine/aircraft level with a similarity of hardware and combustion parameters. It will translate the results into modelling efforts, to better correlate: (i) soot formation, based on an improved Yield Soot Index database and prediction model; (ii) particle emissions, depending on fuel composition for the whole engine thrust range via an upgraded ground-to-flight correlation methodology; (iii) the ice forming potential of engine emissions, using advanced measurement methods on ground; (iv) the non-CO2 emission mitigation potential, through the impact assessment of fuel composition and engine cycle on contrail properties and radiative forcing, and longer-term climate impacts (including CO2 emissions fuel production). This will allow to consolidate the cost-benefit assessment of various fuel options and provide valuable inputs to potential future fuel-related measures.By doing so, PACIFIC will pave the way for future fuel specifications minimizing the climate and local air quality impacts, and will provide important inputs to future modelling and testing work.PACIFIC leverages on 11 partners from 4 countries, bringing together a unique combination of engine/aircraft manufacturers, fuel producers, research and academic expertise at the forefront of sustainable aviation, collectively driving advancements to help strengthening the European aeronautics' leadership position.|10.3030/101192334|Cluster 5
101191948|PECATHS|PHOTO-ELECTROCATALYTIC ROUTES FOR LONG-TERM SUSTAINABLE HYDROGEN STORAGE (PECATHS)|2025-01-01|2028-12-31|2049322,5|HORIZON.2.5|HORIZON-CL5-2024-D2-01-04|HORIZON-CL5-2024-D2-01|HORIZON-CL5-2024-D2-01|HORIZON-RIA|PeCATHS is committed to developing an integrated long-term energy storage system utilizing hydrogen in the form of liquid organic hydrogen carriers (LOHCs), coupled with innovative biomass conversion. This approach enables the direct transfer of hydrogen from biomass to LOHCs without the hydrogen gas production, while simultaneously generating high-value chemicals. By integrating chemical and energy sectors, the project aims to synthesize platform chemicals and achieve long-term energy storage in liquid form, enhancing both the sustainability and efficiency of energy systems.A major advantage of LOHC technology is its ability to transform hydrogen gas into a stable liquid energy carrier, significantly facilitating the storage, transport and distribution. To tackle the economic challenges associated with this technology, PeCATHS employs a cost-effective strategy that utilizes biomass as a hydrogen source and solar power as a renewable energy source. This method allows for the direct integration of hydrogen into LOHCs without the complexities of gas compression and storage, thereby reducing costs and enhancing competitiveness against conventional energy storage systems.PeCATHS addresses the critical need for sustainable and viable energy storage, transport, and distribution solutions through the use of advanced (photo)electrocatalytic transformations. This project not only aims to reduce operational costs but also seeks to contribute to the development of sustainable energy infrastructures vital for future energy networks.|10.3030/101191948|Cluster 5
101136176|STORE2HYDRO|Novel long-term electricity storage technologies for flexible hydropower|2024-01-01|2027-12-31|4315796,25|HORIZON.2.5|HORIZON-CL5-2023-D3-01-13|HORIZON-CL5-2023-D3-01|HORIZON-CL5-2023-D3-01|HORIZON-RIA|The overarching aim of STORE2HYDRO is to introduce a new mindset for storage of electricity in connection with existing hydropower. Relatively small adjustments to existing hydropower facilities by retrofitting reversible pump turbine technology would allow the European electricity storage capacity to increase by 22TWh/y or more. The aim will be achieved by: i) Validated innovative mechanical solutions to TRL4-5 for larger-scale pumped, longer-duration storage of electricity in existing high head Reservoir-to-Reservoir (RtR) and low head Run-of-River (RoR) hydropower facilities. ii) Mapping untapped hydropower sources for long term electricity storage in Europe increasing the availability, robustness and safety of energy storage solutions. The novel technologies will enable the operators to run hydropower stations in a more efficient, cost effective and flexible manner than today also adapting to the energy system. This is without changing the regulating heights or volume of the reservoir/river reaches following the European Green Deal priorities. Also, turbine manufacturers can introduce new components for cost-effective retrofitting of pumped storage. The technology will be validated with detailed LCA and by consideration of CAPEX and OPEX of potential future plant. The 1st innovation is based on unique design solutions for a retrofittable reversible pump turbine technology enabling a cost-effective solution free of cavitation, enhanced flexibility, and reduced losses. The 2nd innovation is enabled by digital twins including hydraulic and sediment dynamics for pumped-storage. These tools give detailed information about the status of the current storage increasing the availability and robustness of the mechanical storage of electricity in existing RoR and RtR systems adapting to, for example, predictions of generation of intermittent electricity from wind and solar. Practically this will imply new storage of electricity in existing reservoirs and river stretches.|10.3030/101136176|Cluster 5
101147571|GeoHEAT|Georadar-aided High-resolution Exploration to Advance deep geoThermal energy usage|2024-06-01|2028-05-31|4746642,5|HORIZON.2.5|HORIZON-CL5-2023-D3-02-05|HORIZON-CL5-2023-D3-02|HORIZON-CL5-2023-D3-02|HORIZON-RIA|GeoHEAT will transform geothermal exploration through two key strategic shifts: (i) minimising pre-drilling exploration costs while quantifying and communicating the risks; and (ii) maximising learning rates of exploration drilling while reducing the costs of characterisation. As a first step, the high costs and shortsighted prospection are tackled with passive surface-based imaging methods and uncertainty encompassing modelling alternatives. In parallel to reducing measurement bias, our approach engages a larger population and stakeholder group in search for optimal locations for geothermal exploitation. In the following step, GeoHEAT illuminates the subsurface to an unprecedented extent through a novel georadar probe. The georadar imaging is complemented with drilling-induced microseismicity monitoring and digital rock physics models to create a high-resolution understanding of the reservoir. Our novel, multi-scale approach unlocks the potential of informed deviated drilling, optimal wellbore placement and accurate performance and risk analysis. Throughout the GeoHEAT journey we propose effective and inclusive tools for public engagement and two-way communication while we introduce advanced decision-making tools for policymakers based on probabilistic modelling and uncertainty quantification. To maximize its impact and expediate its success, GeoHEAT consists of a complementary consortium with European leaders in the scientific, industrial, and public domain. The interdisciplinarity of our team allows us to look at geothermal energy exploration from different angles (e.g., geophysics, engineering, seismology, social sciences and humanities) and ensure the technical, scientific, economic and social sustainability of our proposed exploration workflow. By building on the results and expertise of previous and ongoing related projects, GeoHEAT contributes to the European-wide energy transition process to provide reliable, secure and competitive geothermal energy supply|10.3030/101147571|Cluster 5
101147799|UPBEAT|Uncertainty Prediction & Bias Elimination in Aviation Technology for Safety|2024-05-01|2027-10-31|3999893,25|HORIZON.2.5|HORIZON-CL5-2023-D6-01-11|HORIZON-CL5-2023-D6-01|HORIZON-CL5-2023-D6-01|HORIZON-RIA|Understanding and quantifying uncertainties (UQ) in aviation structures is vital to assessing risk and safety. UPBEAT will create novel UQ methods and tools to support the production of safer and more innovative aircraft structures and engines while reducing uncertainties in product and engineering lifecycles. The project focuses on metal-composite hybrid aerospace engine parts that are lighter, more durable and cheaper. Innovative design solutions for hybrid interfaces can be achieved using metal additive manufacturing (AM) bonded with carbon fiber reinforced polymers (CFRP). Advanced models of materials and processes will be developed using sophisticated in-situ and ex-situ monitoring and metrology. In aviation engines, the outlet guide vane (OGV) is an essential component that helps de-swirl the flow field from the fan. The OGV's stiffness is crucial as it influences the engine's performance and includes a major load path from its core to the wing. The OGV with two types of CFRP vanes and titanium end fittings will be used as a demonstrator. By combining AM with advanced in-situ melt pool monitoring and characterization (micro-CT & nanoindentation), digital models will be used to optimize design and manufacturing processes and increase awareness on efficiency, safety and risk. This will result in 20-40% weight reduction and 50-70% fewer defects. Streamlined product development reduces qualification time by 30-40% and costs by 25-35%. In-line quality assurance support lowers manufacturing costs by 30-50% and time by 20-30%. UPBEAT will: ✔ Increase understanding of the process, structure, property, & performance with safety focus ✔ Advance process models (AM, CFRP) for planning & optimization ✔ Develop verification and validation using multi-scale models ✔ Integrate UQ in design, materials, manufacturing, qualification, & certification ✔ Demonstration of UPBEAT technologies using a complex aviation use case|10.3030/101147799|Cluster 5
101172657|MoWiLife|Condition Monitoring and Wide Bandgap Power Electronics - Leading Innovations for the European Energy Sector|2024-10-01|2027-09-30|3955691,25|HORIZON.2.5|HORIZON-CL5-2024-D3-01-14|HORIZON-CL5-2024-D3-01|HORIZON-CL5-2024-D3-01|HORIZON-RIA|The Horizon CL5 call D3-01-14 asks for a) Condition and Health Monitoring and b) Wide Bandgap and Ultra-Wide Bandgap power electronics for the energy sector with a focus on converters for wind farms and the DC grid. The MoWiLife consortium addresses this call with the most advanced technology. Basis for the four MoWiLife pilots is a 2.3 kV SiC MOSFET, which will be developed by project partner Infineon. It includes a source-gate PiN diode, whose on-state voltage has a strong temperature dependence and can be read out by the gate drive, which will be developed by Rostock University. In addition, self-protection features will be integrated into the SiC chip for robustness and direct water cooling will be realized for higher output power.Two wind energy converter pilots are being realized in MoWiLife by two industrial partners. As one of the technology leaders in wind energy, Vestas – supported by University of Aalborg – will realize a TRL 6 SiC converter with +20% power density and digital-twin Condition and Health Monitoring. The start-up RKL together with Rostock University will develop a TRL 5 wind energy power stack with Condition and Health Monitoring based on online chip temperature and on-state voltage measurement.Solar medium voltage DC collection grids and meshed high voltage transmission grids will play an important role in the future. As third and fourth pilots, a TRL 5 DC-DC converter and a TRL 5 DC circuit breaker including condition monitoring are being developed by the MoWiLife university partners KTH Stockholm and University of Aberdeen.While SiC is today’s Wide Bandgap material for high power applications, ultra-high voltage Ultra-Wide Bandgap semiconductors may allow further efficiency improvements for future HVDC converters. The MoWiLife industrial partner DiamFab together with two IUNET universities will work on diamond as the ultimate semiconductor material. The TRL is still low but the potential for energy saving is high.|10.3030/101172657|Cluster 5
101172746|MARES|Marine Reciprocating Superconducting Generator (RSG)|2024-10-01|2028-09-30|2995997,51|HORIZON.2.5|HORIZON-CL5-2024-D3-01-10|HORIZON-CL5-2024-D3-01|HORIZON-CL5-2024-D3-01|HORIZON-RIA|MArine REciprocating Superconducting Generator (RSG).MARES aims at developing a next generation of ultrahigh force Superconducting Direct Drive PTOs for wave energy conversion. The maximum power that can be extracted from a planar wave is proportional to the wave period and to the square of the wave amplitude but, to extract this power, the hydrodynamic parameters of the Wave Energy Converter must be modified and this means having the availability of producing high reactive forces. The proposed Reciprocating Superconducting Generator (RSG) is simpler than other existing superconducting generators due to the fact that its alternating movement allows the direct integration into wave energy converters where the primary energy source is also moving in a reciprocating way. This RSG consists of a Circular Switched Reluctance Machine housed inside a flexible moving cryostat with bellows, avoiding the need of any feedthrough for any moving part. The machine is cooled down using a Cryogenic Supply System (CSS) which recirculates helium gas through the coils and the radiation screen and current leads at two different temperatures.The project proposes to build a full system prototype to be tested at the laboratory scale and to analyse its implementation into two existing WEC systems developed by two technologists participating in the project.A set of the prototype generator coils will be made from MgB2 superconducting technology, while the other one will use REBCO tapes. The achieved results for different temperatures will be compared. In both cases the proposed technology will profit from the latest advances in superconductivity and very specifically in recent developments in superconducting magnet technology provided by six of the participants, including the European Organization for Nuclear Research (CERN), a world leader in such activities, in a perfect example of bringing the forefront technologies to social applications.|10.3030/101172746|Cluster 5
101147455|HELIOTROPE|Highly Efficient and Low-impact InnOvative TheRmal stOrage system for enhanced disPatchability in concEntrated solar tower plants|2024-06-01|2028-05-31|2499631|HORIZON.2.5|HORIZON-CL5-2023-D3-02-02|HORIZON-CL5-2023-D3-02|HORIZON-CL5-2023-D3-02|HORIZON-RIA|HELIOTROPE is a groundbreaking research and development endeavor dedicated to advancing Concentrated Solar Power (CSP) technology to unprecedented heights. This project focuses on developing state-of-the-art molten salts and materials technologies for thermal energy storage systems, pushing the boundaries of operational temperatures beyond the current industry standard of 600ºC. A holistic approach is at the heart of HELIOTROPE's mission. Sustainable novel molten salts as thermal energy storage mediums and the remarkable ability to withstand absorber surface temperatures of up to 850ºC are introduced, promising to enhance CSP plant efficiency and dispatchability. This technological advancement aims to redefine the capabilities of CSP plants. Furthermore, HELIOTROPE aligns closely with key European energy policies and initiatives, contributing significantly to energy security, reducing reliance on fossil fuels, and lowering greenhouse gas emissions. The project supports the vision outlined in the European Green Deal, Clean Energy for All Europeans, and the Fit for 55 legislations, fostering sustainability and competitiveness in the energy sector. HELIOTROPE aspires to reshape the CSP plant landscape, making them not only more efficient but also inherently environmentally friendly. The project represents a significant stride towards a sustainable energy future, where CSP technology leads the way in innovation and progress, redefining the boundaries of what is possible in the pursuit of a cleaner, more sustainable energy world.|10.3030/101147455|Cluster 5
101192091|FASTER|FLEXIBLE AMMONIA SYNTHESIS TECHNOLOGY FOR ENERGY STORAGE (FASTER)|2025-01-01|2028-12-31|2933107,5|HORIZON.2.5|HORIZON-CL5-2024-D2-01-04|HORIZON-CL5-2024-D2-01|HORIZON-CL5-2024-D2-01|HORIZON-RIA|The increased penetration of variable renewable energy (VRE) in the future will require backup technologies due to intermittency, and long-term energy storage in the form of a chemical vector (such as green ammonia) is increasingly favoured. FASTER will develop and demonstrate the techno-economic feasibility and reliability of a non-noble catalyst based on metal nitrides/ hydrides/amides active at low temperature (< 250 C) and pressure (<50 bar) in combination with a new reactor concept using structured catalysts and temperature swing absorption unit for synthesis and separation at TRL4. The use of highly thermally conductive reactor and absorption scaffolds will increase heat transfer, allowing fast transitions during operation at fluctuating loads (0-100 %). FASTER is a consortium of 5 companies and 3 research universities. The consortium aims to develop (1) novel catalysts highly active at low temperature and pressure for ammonia synthesis, (2) improved heat and mass transport reactor concepts using structured reactors and absorbers, (3) develop and validate a demonstration installation for the FASTER technology, and (4) generating accurate and reliable techno-economic models to identify suitable locations to deploy the concept across Europe and beyond. The innovation tasks will be supported by a dissemination, communication and exploitation strategy focusing on an effective market roll-out by the industrial project partners in the European Union. For this purpose, FASTER gathers a selected group of private and public organizations as Advisory Board Members (ENEL, STEDIN, UPL Mumbay, Fertiberia, Abengoa, TNO, Ammonia Energy Association, Smart Port Systems, and Port of Huelva) to ensure fast-tracking of technology take-up. Ultimately, FASTER will deliver an affordable and clean alternative for hydrogen storage and transport using ammonia as vector in the EU context.|10.3030/101192091|Cluster 5
101183654|RAWCLIC|Future RAW materials demand, supply and sustainability in the face of CLImate Change|2024-12-01|2028-11-30|4998685|HORIZON.2.5|HORIZON-CL5-2024-D1-01-06|HORIZON-CL5-2024-D1-01|HORIZON-CL5-2024-D1-01|HORIZON-RIA|RAWCLIC’s main goal is to develop knowledge on the future raw materials (RMs) demand, supply and associated environmental impacts induced by the twin transition in the EU, and to support fact-based industry- and policy- decision-making enabling this transition. RAWCLIC revolutionizes the development and analysis of likely future scenarios of RMs demand and supply, considering challenges and opportunities as to material substitution, future RMs potential (geological and urban mine) deposits, processing technologies, circular use of materials, geopolitical shifts, and induced environmental impacts. It enables to identify the i) challenges, and associated risks to supply, ii) opportunities, and iii) potential mitigation measures, at technology, sectoral and EU-levels. It improves and expands existing models, and develops new ones, to assess and analyse the future demand (WP2), supply from secondary (WP3) and primary (WP4) sources, and environmental effects (including climate change, waste generation, land and water use, and biodiversity impacts; WP5). The models are applied to a selection of 20 RMs justified in the context of the twin transition, while ensuring replicability for future modelling exercises. Modelling activities are harmonized (WP1), and integrated into pathways and strategies facilitating the twin transition while accounting for crucial risks regarding RMs bottlenecks (WP6). RAWCLIC ultimately develops a coherent roadmap for global decision makers working in research, policy, and industry to achieve the twin transition. Industry stakeholders from across the value chain of the focus RMs are in regular dialogue with the project, in a mutually-beneficial collaboration (WP7). This includes engagement with downstream industries in energy and digital technologies to support their resilience, and with upstream mining and refining stakeholders to support their decarbonisation objectives.|10.3030/101183654|Cluster 5
101191394|TOSCA|Manufacturing Processes and Digital Tools for More Sustainable Composite Aerostructures|2025-01-01|2027-12-31|0|HORIZON.2.5|HORIZON-CL5-2024-D5-01-08|HORIZON-CL5-2024-D5-01|HORIZON-CL5-2024-D5-01|HORIZON-RIA|Lightweight components made from composite materials are a key element to increase the efficiency of aircraft. However, there are persistent problems with the recycling of such materials. The TOSCA project thus aims at the development of a processing chain for new epoxy vitrimer resins, which have the mechanical performance of conventional thermoset resins, but allow the more efficient recycling. This type of resin is already taking the first steps towards certification and there is a need to develop the related production processes.The TOSCA project will investigate a whole processing chain, including lay-up by automated fibre placement, curing, re-work, maintenance and repair. This processing chain will be supported by digital tools to acquire data through integrated inspection systems and through sensors for structural health monitoring, that are embedded in critical areas of the part. All these data will be used to iteratively improve production, aiming at a zero-defect manufacturing process.The consortium consists of research partners and industry covering all the processing steps. All of the research organisations are linked to industrial partners to ensure a proper take-up of the results by industry after the end of the project. About 2000 companies including OEMs and Tier-1 suppliers in Europe in the field of composite parts manufacturing (mainly structural parts) as well as machine building companies will benefit from the results. Interaction with Clean Aviation has taken place and will continue in TOSCA to ensure that the developments fit into the long-term roadmaps of the European aviation industry.|10.3030/101191394|Cluster 5
101172817|DCDYNAMIC|accelerating DC DYNAMIC cable technology for sustainable european electricity grid|2024-11-01|2028-10-31|0|HORIZON.2.5|HORIZON-CL5-2024-D3-01-15|HORIZON-CL5-2024-D3-01|HORIZON-CL5-2024-D3-01|HORIZON-RIA|Offshore wind generation is critical to realizing the European Green Deal and the broader EU ambition to reach climate-neutrality by 2050. A third of all the offshore capacity installed could be floating since this technology unlocks wind potential in deeper waters at greater distances offshore. Technological trends have advanced towards high-voltage direct current (HVDC) as a mature solution over long-distance transmission. Dynamic export cables float in the water and carry power from the moving platform to the grid. A key challenge is these cables need to accommodate combined electro-mechanical-thermal stresses. No HVDC dynamic export cables currently exist and industry views this as a critical bottleneck for floating offshore wind development. Therefore, this is a key enabling technology for secure grid integration of large-scale and long-distance floating offshore wind power plants.HVDC dynamic cables for floating offshore applications present unique challenges and risks from technical, environmental, operational, and economical perspectives. To address these complex inter-disciplinary issues, this project brings together a consortium from academic experts, manufacturers, users, and insurance advisors. The project will: (i) validate the insulation reliability of a new dynamic HVDC export cable, (ii) establish fundamental understanding of combined electro-mechanical-thermal aging mechanisms, facilitating the development of test protocols that qualify and verify the integrity of HVDC dynamic cables, (iii) identify routes for material sustainability for the cable to meet the EUs circular economy ambitions, and (iv) use the underpinning technical knowledge gained to reduce risk and build confidence for deploying the new cable technology and thus enhancing the insurability and financial viability of future floating offshore infrastructure. As a result, a prototype 320 kV dynamic HVDC export cable core will be designed, manufactured, and validated in this project.|10.3030/101172817|Cluster 5
101192598|UNIC|Understanding Non-CO2 Impact for deCarbonized aviation|2025-02-01|2029-01-31|4533939|HORIZON.2.5|HORIZON-CL5-2024-D5-01-07|HORIZON-CL5-2024-D5-01|HORIZON-CL5-2024-D5-01|HORIZON-RIA|"""The UNIC proposal, under the """"Accelerating climate neutral aviation, minimizing non-CO2 emissions"""" call, will enhance scientific understanding and mitigate the impact of non-CO2 aviation emissions which emminate from both combustor and oil lubrication vent. UNIC’s objectives are to improve non-CO2 emission measurements, including nitrogen oxides and volatile and non-volatile particulate matter,  across all flight phases. This will improve the understanding of the impact of alternative fuels (SAF and H2) on non-CO2 aged emissions and refine aerosol-cloud interaction models whilst providing robust data to support future aviation policy decisions.To achieve these objectives, UNIC will develop and enhance novel technologies including a cold oxidation flow reactor and an integrated on-board sensor for real-time CO2 and non-CO2 emission quantification across the entire flight envelope, including cruise. UNIC will conduct extensive laboratory, combustor, engine and flight tests using both conventional and alternative fuels. These extensive tests will go beyond certification testing to provide a comprehensive assessment of pollutantes that impact climate. They will include particle size distributions down to 1 nm , gas- and particle-phase chemical composition, charged particle/ion concentration and ice nucleation potential of emissions, including those of lubrication oil. The project will leverage advanced modelling techniques to simulate the interactions of emissions with clouds to improve assessment of their radiative forcing impact more accurately.UNIC aligns with the Horizon work programme by addressing urgent needs in aviation emission science and regulation, providing data that supports the development of effective emission reduction strategies. The proposal's relevance is underscored by its potential to guide regulatory frameworks and contribute to the broader goal of reducing aviation's climate impact, ensuring it supports sustainable development in the sector."""|10.3030/101192598|Cluster 5
