projectID|name|shortName|SME|activityType|city|country|organizationURL|contactForm|order|role|ecContribution
101138807|GREENDELTA GMBH||True|PRC|BERLIN|DE|http://www.greendelta.com|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998188492/101138807|8|participant|520437.5
101138807|THE UNIVERSITY OF BIRMINGHAM|UoB|False|HES|Birmingham|UK|http://www.bham.ac.uk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999907526/101138807|10|associatedPartner|
101138807|AC2T RESEARCH GMBH|AC2T|True|OTH|Wiener Neustadt|AT|https://www.ac2t.at|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999467631/101138807|2|participant|1018412.5
101138807|CARL BECHEM GMBH||False|PRC|Hagen|DE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952849431/101138807|9|participant|306600.0
101138807|R.S.CLARE & CO.,LIMITED||True|PRC|Liverpool|UK||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882057376/101138807|12|associatedPartner|
101138807|F6S NETWORK IRELAND LIMITED|F6S IE|True|PRC|LOWER DUBLIN|IE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/900885658/101138807|6|participant|157406.25
101138807|ASCORA GMBH|ASCORA|True|PRC|GANDERKESEE|DE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/972142440/101138807|7|participant|483650.0
101138807|MOTOREX AG||False|PRC|LANGENTHAL|CH||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882173970/101138807|11|associatedPartner|
101138807|PROTOQSAR 2000 SL|PROTOQSAR|True|PRC|VALENCIA|ES||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941268019/101138807|4|participant|630000.0
101138807|I-TRIBOMAT GMBH|I-TRIBOMAT: THE EUROPEAN TRIBOLOGY CENTRE|True|PRC|WIENER NEUSTADT|AT||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882763827/101138807|3|participant|497187.5
101135082|INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE|INRIA|False|REC|Le Chesnay Cedex|FR|http://www.inria.fr|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999547074/101135082|3|participant|668001.0
101135082|REGION HOVEDSTADEN|REGIONH|False|PUB|Hillerod|DK|https://www.regionh.dk/|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999654744/101135082|5|participant|1098317.0
101135082|INSIMO||True|PRC|STRASBOURG|FR||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/881157507/101135082|6|participant|328825.0
101135082|AMBU A/S||False|PRC|BALLERUP|DK||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889791380/101135082|7|participant|498333.0
101135082|UNIVERSITEIT TWENTE|UNIVERSITEIT TWENTE|False|HES|Enschede|NL|http://www.utwente.nl|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999900833/101135082|4|participant|1224998.0
101135082|KOBENHAVNS UNIVERSITET|UCPH|False|HES|KOBENHAVN|DK|http://www.ku.dk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991043/101135082|1|coordinator|1536837.0
101135082|UNIVERSITE DE LILLE|UNIVERSITE DE LILLE|False|HES|Lille|FR||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888146648/101135082|3|thirdParty|0.0
101135082|UNIVERSIDAD REY JUAN CARLOS|URJC|False|HES|Mostoles|ES|http://www.urjc.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999886283/101135082|2|participant|488000.0
101135082|EBERHARD KARLS UNIVERSITAET TUEBINGEN|UT|False|HES|Tuebingen|DE|http://www.uni-tuebingen.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991916/101135082|8|participant|345771.0
101135082|Ambu Innovation GmbH|Ambu Innovation GmbH|False|PRC|Ausburg|DE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888625440/101135082|7|thirdParty|0.0
101136935|REGION HOVEDSTADEN|REGIONH|False|PUB|Hillerod|DK|https://www.regionh.dk/|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999654744/101136935|13|participant|459771.25
101136935|HEINRICH-HEINE-UNIVERSITAET DUESSELDORF|UDUS|False|HES|Dusseldorf|DE|http://www.uni-duesseldorf.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999856116/101136935|7|participant|673687.5
101136935|UNIVERSITEIT ANTWERPEN|UANTWERPEN|False|HES|Antwerpen|BE|http://www.ua.ac.be|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999902870/101136935|1|coordinator|698052.5
101136935|THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN|TRINITY COLLEGE DUBLIN|False|HES|Dublin|IE|http://www.tcd.ie|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999845446/101136935|4|participant|570415.77
101136935|UNIVERSAL DIAGNOSTICS SOCIEDAD ANONIMA||True|PRC|SEVILLA|ES||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/918344785/101136935|8|participant|300312.5
101136935|CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE LILLE|CHU LILLE|False|HES|Lille|FR|http://www.chru-lille.fr/|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999587232/101136935|9|participant|399978.75
101136935|STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM|RADBOUDUMC|False|HES|NIJMEGEN|NL||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/892057785/101136935|12|participant|200026.25
101136935|UNIVERSITAET LEIPZIG|ULEI|False|HES|Leipzig|DE|http://www.uni-Ieipzig.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999854564/101136935|10|participant|403228.75
101136935|UNIVERSITAIR ZIEKENHUIS ANTWERPEN|UZA|False|REC|EDEGEM|BE|http://www.uza.be|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/996727866/101136935|2|participant|1439380.0
101136935|STICHTING AMSTERDAM UMC||False|REC|Amsterdam|NL|http://www.vumc.nl|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/919322739/101136935|11|participant|345625.0
101136935|OSPEDALE SAN RAFFAELE SRL|OSR|False|PRC|Milano|IT|http://www.hsr.it|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953176030/101136935|3|participant|410572.5
101136935|KAROLINSKA INSTITUTET|KAROLINSKA INSTITUTE|False|HES|STOCKHOLM|SE|http://www.ki.se|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999978530/101136935|5|participant|323875.41
101136935|REGION STOCKHOLM|RS|False|PUB|Stockholm|SE|http://www.sll.se|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999522921/101136935|6|participant|501562.5
101134977|FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV|Fraunhofer|False|REC|MUNCHEN|DE|https://www.fraunhofer.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101134977|3|participant|600000.0
101134977|INDRA SISTEMAS SA|INDRA|False|PRC|ALCOBENDAS MADRID|ES|http://www.indracompany.com|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999959130/101134977|2|participant|251495.0
101134977|THALES ALENIA SPACE FRANCE SAS|THALES ALENIA SPACE FRANCE|False|PRC|TOULOUSE|FR|http://www.thalesaleniaspace.com|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999908205/101134977|5|participant|200000.0
101134977|TELEDYNE E2V SEMICONDUCTORS SAS|TELEDYNE E2V|False|PRC|Saint Egreve|FR|http://www.e2v.com|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997773235/101134977|1|coordinator|1729129.99
101134977|UNIVERSIDAD POLITECNICA DE MADRID|UPM|False|HES|MADRID|ES|http://www.upm.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999974844/101134977|4|participant|219375.0
101138516|LSA-LASER ANALYTICAL SYSTEMS & AUTOMATION GMBH||True|PRC|AACHEN|DE|http://www.lsa-systems.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/991639828/101138516|5|participant|834375.0
101138516|KUNGLIGA TEKNISKA HOEGSKOLAN|KTH|False|HES|STOCKHOLM|SE|http://www.kth.se|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999990946/101138516|1|coordinator|856823.75
101138516|FUNDACION TECNALIA RESEARCH & INNOVATION|TECNALIA|False|REC|DERIO  BIZKAIA|ES|http://www.tecnalia.com|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999604110/101138516|6|participant|550750.0
101138516|POLITECNICO DI BARI|POLIBA|False|HES|BARI|IT|http://www.poliba.it|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999431159/101138516|8|participant|300000.0
101138516|UNIVERSITY OF LIMERICK|UNIVERSITY OF LIMERICK|False|HES|Limerick|IE|http://www.ul.ie|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999809071/101138516|7|participant|947736.25
101138516|THEO STEIL GMBH SCHROTT UND METALLGROSSHANDEL||False|PRC|TRIER|DE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889645201/101138516|2|participant|761125.0
101138516|SIDENOR INVESTIGACION Y DESARROLLOSA|SIDENOR I+D SA|False|REC|Basauri|ES||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/964026353/101138516|3|participant|688500.0
101138516|KOBOLDE & PARTNERS AB|KOBOLDE|True|PRC|STOCKHOLM|SE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/944301403/101138516|4|participant|715625.0
101178431|MAX-PLANCK-INSTITUT FUR NACHHALTIGEMATERIALIEN GMBH|MPI-SUSMAT|False|REC|Dusseldorf|DE|http://www.mpie.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998816858/101178431|5|participant|602675.0
101178431|UNIVERSITEIT GENT|UGent|False|HES|GENT|BE|http://www.ugent.be|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999986096/101178431|3|participant|558000.0
101178431|ONDERZOEKSCENTRUM VOOR AANWENDING VAN STAAL NV|OCAS|False|PRC|ZELZATE|BE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999490426/101178431|2|participant|614350.0
101178431|KARLSRUHER INSTITUT FUER TECHNOLOGIE|KIT|False|HES|Karlsruhe|DE|https://www.kit.edu|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/990797674/101178431|4|participant|618651.25
101178431|ASOCIACION CENTRO TECNOLOGICO CEIT|Ceit|False|REC|SAN SEBASTIAN|ES|http://www.ceit.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999605662/101178431|1|coordinator|685743.75
101155955|HUS-YHTYMA|HUS|False|REC|Helsinki|FI|http://www.hus.fi|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999483830/101155955|7|participant|298750.0
101155955|PRE DIAGNOSTICS AS||True|PRC|Oslo|NO||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/917144119/101155955|4|participant|2919312.5
101155955|OSLO UNIVERSITETSSYKEHUS HF|OUS|False|HES|OSLO|NO|http://www.oslo-universitetssykehus.no|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/991104000/101155955|1|coordinator|1158125.0
101155955|HemoDx AS||True|PRC|Oslo|NO||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/881094069/101155955|2|participant|952875.0
101155955|FONDAZIONE POLICLINICO UNIVERSITARIO AGOSTINO GEMELLI IRCCS|Fondazione Policlinico Universitario A. Gemelli|False|REC|Roma|IT||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/918081430/101155955|5|thirdParty|0.0
101155955|MEDIP HOLDING BV||True|PRC|NIJMEGEN|NL||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/877814402/101155955|3|participant|306168.75
101155955|FUNDACION CENTRO DE INVESTIGACION DE ENFERMEDADES NEUROLOGICAS|CIEN|True|REC|Madrid|ES||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/985088157/101155955|6|participant|885472.5
101155955|ALZHEIMER EUROPE|AE|True|REC|SENNINGERBERG|LU|http://www.alzheimer-europe.org|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998068600/101155955|8|participant|271640.63
101155955|PRE NEUROLAB AS|PRE NEUROLAB AS|True|PRC|OSLO|NO||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/881092711/101155955|4|thirdParty|0.0
101155955|UNIVERSITA CATTOLICA DEL SACRO CUORE|UCSC|False|HES|MILANO|IT|http://www.unicatt.it|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999915771/101155955|5|participant|906875.0
101130442|FKUR KUNSTSTOFF GMBH||True|PRC|Willich|DE|https://www.fkur.com|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997825809/101130442|10|participant|304312.5
101130442|UNIVERSITETET I SOROST-NORGE|UNIVERSITY OF SOUTH-EASTERN NORWAY|False|HES|BORRE|NO|https://www.usn.no|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/921767430/101130442|12|participant|514750.0
101130442|STANDARD BIO AS||False|PRC|Midt-Telemark|NO||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/893208205/101130442|11|participant|499999.25
101130442|FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV|Fraunhofer|False|REC|MUNCHEN|DE|https://www.fraunhofer.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984059/101130442|6|participant|405275.0
101130442|UNIVERSIDAD DE LEON|ULE|False|HES|Leon|ES|http://www.unileon.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999453372/101130442|1|coordinator|797598.75
101130442|FUNDACION CENTRO TECNOLOGICO DE MIRANDA DE EBRO|CTME|True|REC|Miranda De Ebro Burgos|ES|https://www.ctme.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/957826210/101130442|15|participant|552875.0
101130442|SINTEF AS|SINTEF|False|REC|Trondheim|NO|http://www.sintef.no|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/910945140/101130442|2|participant|1115398.75
101130442|INSTITUTO TECNOLOGICO AGRARIO DE CASTILLA Y LEON|ITACyL|False|REC|Valladolid|ES|http://www.itacyl.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999541254/101130442|8|participant|356968.75
101130442|AgriBioM srl|AgriBioM|True|PRC|Napoli|IT||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/894453006/101130442|13|participant|245000.0
101130442|IDEAL FRUITS SL|IDEAL FRUITS SL|True|PRC|ISCAR|ES||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/880807725/101130442|7|participant|225245.0
101130442|CONSIGLIO NAZIONALE DELLE RICERCHE|CNR|False|REC|Roma|IT|http://www.cnr.it|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999979500/101130442|5|participant|459090.0
101130442|HORCAOL, SOCIEDAD COOPERATIVA|HORCAOL, SOC. COOP.|False|PRC|OLMEDO|ES||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882982368/101130442|14|participant|244728.75
101130442|UNIVERSITA DEGLI STUDI DI BARI ALDO MORO|UNIBA|False|HES|BARI|IT|http://www.uniba.it|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999840596/101130442|9|participant|415000.0
101130442|GUERIN PLASTIQUES||False|PRC|SAINTE SIGOLENE|FR||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882888957/101130442|16|participant|163411.25
101130442|EIT FOOD CLC SOUTH S.L.||True|PRC|Madrid|ES||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/905520609/101130442|4|participant|154750.0
101130442|VAN LOON CHEMICAL INNOVATIONS BV|VLCI|True|PRC|Amsterdam|NL|http://www.vlci.biz|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/985048678/101130442|3|participant|397500.0
101095375|UNIVERSITY OF GHANA|UNIVERSITY OF GHANA|False|HES|LEGON ACCRA|GH|https://www.ug.edu.gh|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999878911/101095375|4|participant|605625.0
101095375|STICHTING VU||False|HES|Amsterdam|NL|http://www.vu.nl|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/954530344/101095375|6|participant|200000.0
101095375|AFRICAN POPULATION & HEALTH RESEARCH CENTRE KENYA|APHRC|False|REC|Nairobi|KE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/989560051/101095375|5|participant|604875.0
101095375|STICHTING AMSTERDAM UMC||False|REC|Amsterdam|NL|http://www.vumc.nl|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/919322739/101095375|1|coordinator|887500.0
101095375|LOUGHBOROUGH UNIVERSITY||False|HES|Loughborough|UK|http://www.lboro.ac.uk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999990752/101095375|7|associatedPartner|
101095375|INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT|IRD|False|REC|Marseille|FR|http://www.ird.fr|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999513803/101095375|2|participant|302500.0
101095375|SCIENSANO|Sciensano|False|REC|ELSENE|BE|http://www.sciensano.be|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/906160809/101095375|3|participant|85125.0
101136812|REGION HOVEDSTADEN|REGIONH|False|PUB|Hillerod|DK|https://www.regionh.dk/|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999654744/101136812|3|participant|526000.0
101136812|RESEARCH CONSORTIUM FOR MEDICAL IMAGE ANALYSIS||False|REC|LUND|SE||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888071182/101136812|8|participant|376125.0
101136812|REGION SYDDANMARK|REGION OF SOUTHERN DENMARK|False|PUB|Vejle|DK|https://www.regionsyddanmark.dk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999602073/101136812|1|coordinator|2535375.0
101136812|UNIVERSITE DE GENEVE|UNIGE|False|HES|Geneve|CH|http://www.unige.ch|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999974650/101136812|12|associatedPartner|
101136812|REGION NORDJYLLAND (NORTH DENMARK REGION)|NORTH DENMARK REGION|False|PUB|Aalborg|DK|http://www.rn.dk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997381064/101136812|4|participant|263000.0
101136812|SYDDANSK UNIVERSITET|SDU|False|HES|Odense M|DK|http://www.sdu.dk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999904616/101136812|2|participant|932125.0
101136812|HUMANITAS MIRASOLE SPA||False|PRC|Rozzano (Mi)|IT|https://www.humanitas.it|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999785015/101136812|11|participant|544750.0
101136812|AARHUS UNIVERSITETSHOSPITAL|AUH|False|REC|Aarhus|DK|http://www.en.auh.dk/|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999643880/101136812|5|participant|263000.0
101136812|KLINIKUM DER TECHNISCHEN UNIVERSITÄT MÜNCHEN (TUM KLINIKUM)|TUM-MED|False|HES|Muenchen|DE|http://www.mri.tum.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999875710/101136812|6|participant|887000.0
101136812|ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA|UNIBO|False|HES|Bologna|IT|http://www.unibo.it|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999993953/101136812|9|participant|377625.0
101136812|IRCCS AZIENDA OSPEDALIERO- UNIVERSITARIA DI BOLOGNA|IRCCS AOU BO|False|PUB|Bologna|IT|http://www.aosp.bo.it|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/991016991/101136812|7|participant|363176.25
101136812|UMIT TIROL - PRIVATE UNIVERSITAT FUR GESUNDHEITSWISSENSCHAFTEN UND TECHNOLOGIE GMBH|UMIT TIROL|False|HES|HALL IN TYROL|AT||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999898408/101136812|10|participant|469625.0
101136812|UNIVERSITY OF STRATHCLYDE||False|HES|Glasgow|UK|http://www.strath.ac.uk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999974068/101136812|13|associatedPartner|
101194491|FUNDACION PUBLICA GALLEGA CENTRO TECNOLOGICO DE SUPERCOMPUTACION DE GALICIA|CESGA|False|OTH|Santiago De Compostela|ES|http://www.cesga.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999794521/101194491|5|participant|239845.62
101194491|UNIVERSITY OF GALWAY|OLLSCOIL NA GAILLIMHE|False|HES|Galway|IE|http://www.nuigalway.ie|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999978045/101194491|3|participant|759069.37
101194491|NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO|TNO|False|REC|DEN HAAG|NL|http://www.tno.nl|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999988909/101194491|6|participant|321948.75
101194491|KOBENHAVNS UNIVERSITET|UCPH|False|HES|KOBENHAVN|DK|http://www.ku.dk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999991043/101194491|9|participant|481667.5
101194491|UNIVERSIDAD DE SANTIAGO DE COMPOSTELA|UNIVERSIDADE DE SANTIAGO DE COMPOSTELA|False|HES|SANTIAGO DE COMPOSTELA|ES|http://www.usc.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999829635/101194491|7|participant|216312.5
101194491|DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV|DLR|False|REC|KOLN|DE|https://www.dlr.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999981731/101194491|4|thirdParty|0.0
101194491|BAYERISCHE AKADEMIE DER WISSENSCHAFTEN|BADW|False|REC|MUNCHEN|DE|https://www.badw.de|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999580054/101194491|4|participant|935563.12
101194491|STICHTING QUANTUM DELTA NL|QUANTUMDELTANL|True|HES|Delft|NL||https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888272942/101194491|1|coordinator|677721.87
101194491|SYDDANSK UNIVERSITET|SDU|False|HES|Odense M|DK|http://www.sdu.dk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999904616/101194491|10|participant|826521.87
101194491|DANMARKS TEKNISKE UNIVERSITET|TECHNICAL UNIVERSITY OF DENMARK DTU|False|HES|KONGENS LYNGBY|DK|http://www.dtu.dk|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999990655/101194491|2|participant|319688.12
101194491|UNIVERSIDADE DA CORUNA|UDC|False|HES|La Coruna|ES|http://www.udc.es|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999629718/101194491|8|participant|221486.25
